u,cp,E
0.0,0.0,92.2762295081967
0.0,0.0,92.2762295081967
0.0,0.0,92.2762295081967
0.0,0.0,92.2762295081967
0.0,0.0,92.2762295081967
0.0,0.0,92.2762295081967
0.0,0.0,92.2762295081967
0.0,0.0,92.2762295081967
0.0,0.0,92.2762295081967
0.0,0.0,92.2762295081967
0.0,0.0,92.2762295081967
0.0,0.0,92.2762295081967
0.0,0.0,92.2762295081967
0.0,0.0,92.2762295081967
1.3973888888888888,0.0013904136024597807,92.2762295081967
1.3973888888888888,0.007448709911537239,92.2762295081967
1.3973888888888888,0.019876280269773002,92.2762295081967
1.3973888888888888,0.040133539944783414,92.2762295081967
0.823388888888889,0.06861215632108052,92.2762295081967
0.823388888888889,0.10453214882899875,92.2762295081967
0.823388888888889,0.14744814890725946,92.2762295081967
0.823388888888889,0.19677007642286806,92.2762295081967
0.823388888888889,0.25192535330136334,92.2762295081967
0.46119444444444446,0.3120034702088735,92.2762295081967
0.46119444444444446,0.37563072057460045,92.2762295081967
0.46119444444444446,0.4418700838457649,92.2762295081967
0.46119444444444446,0.5098764800517063,92.2762295081967
0.46119444444444446,0.5789638384269946,92.2762295081967
0.77,0.6488861177926685,92.2762295081967
0.77,0.7199248682836048,92.2762295081967
0.77,0.7921051850052718,92.2762295081967
0.77,0.8654749506139153,92.2762295081967
0.77,0.9400348222371397,92.2762295081967
0.25833333333333336,1.0152402847033353,92.2762295081967
0.25833333333333336,1.0898289267011425,92.2762295081967
0.25833333333333336,1.1630959183608276,92.2762295081967
0.25833333333333336,1.2344111472837749,92.2762295081967
0.25833333333333336,1.3033179985860714,92.2762295081967
0.16344444444444448,1.3694057454580433,92.2762295081967
0.16344444444444448,1.432248180578824,92.2762295081967
0.16344444444444448,1.4916158193939772,92.2762295081967
0.16344444444444448,1.547366232192198,92.2762295081967
0.16344444444444448,1.599445787193029,92.2762295081967
0.13474999999999998,1.647841344051253,92.2762295081967
0.13474999999999998,1.6925538237726176,92.2762295081967
0.13474999999999998,1.7336560446322797,92.2762295081967
0.13474999999999998,1.7712545022005002,92.2762295081967
0.13474999999999998,1.8054858992458165,92.2762295081967
0.1421388888888889,1.8365154012677531,92.2762295081967
0.1421388888888889,1.864531951293449,92.2762295081967
0.1421388888888889,1.8897241299528518,92.25679597713483
0.1421388888888889,1.9122826153337011,92.22337248081227
0.1421388888888889,1.9323952403121778,92.1820769110676
0.17452777777777775,1.9502770025050105,92.13371440824403
0.17452777777777775,1.96617994896564,92.07864940165996
0.17452777777777775,1.9803117593140576,92.01711662134696
0.17452777777777775,1.9928659283983163,91.94930786934037
0.17452777777777775,2.0040153631041013,91.87540429967191
0.17452777777777775,2.0139145143063346,91.79558949926282
0.21936111111111112,2.0227459057300847,91.71005558627124
0.21936111111111112,2.0307377947367047,91.61900992276497
0.21936111111111112,2.03805461477106,91.52267356864246
0.21936111111111112,2.0448412051096123,91.42127790685845
0.26519444444444445,2.051261434044243,91.31506272236112
0.26519444444444445,2.057518856190208,91.20427876884368
0.26519444444444445,2.0637468185917487,91.08918332278985
